Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
3/21/2026 19:28:33,Sk,3/21/2026,mlp_level1_viva9,"1. Show id
2. Start presentation i said for 15 mins
3. Open notepad and write your custome preprocessing pipeline
4. Explain how logistic regression works
5. what is f1",Know everything about your notebook
3/21/2026 21:11:32,anjali kokare,7/2/2007,level1_viva1,"1.Explain the notebook.
2.Explain the graphs used in the analysis.
3.Explain hyperparameter tuning. Which models were used for hyperparameter tuning? 4.Which model achieved the highest score, and which parameters (e.g., C for regularization) gave the best performance?
5.Write code in Google Colab to demonstrate the use of SimpleImputer.
6.Explain the difference between fit() and fit_transform() in detail.",very nice she is very chill dw
3/21/2026 21:23:03,,3/20/2026,Level1_Viva3,"1. Asked to explain the notebook within 15-20 mins
2. Asked if I have used Scaling for features
3. Asked which one is the best performing model , what is Kaggle score
4. Asked to import California dataset, perform train test split ","Nice person. Told me to prepare well to defend myself, hyperparameter tuning for level 2"
3/22/2026 12:20:20,T-T,3/22/2026,Level3_44,"- To explain the dataset and did we go thru the dataset properly and understood it 
- What encoding did u use? why didnt u use encoding much? why did u fill na with all the missing ones?
- what feature engineering u did? why did u take them? did they make any difference in score? did u try removing them? how did u use it in ur model? what does ur model learn from them?
- what was the correlation between ur feature engineered columns?
- why didnt u do any imputation? why just to numeric is used? 
- why is ur validation set just 10%? u have a reason?
- in model building, why did u use these models? how are they different? where is the training accuracy? is val accuracy different from overall accuracy?
- what is hyperparameter tuning? why can it help in model building? 
- what is bias and variance? how can it affect ur model? why are they important?
- what other validation metric u could have used? why loss loss? what must have been the difference?

she asked to code train and test split and building logistic regression model fitting, predicting and accuracy score

- in a real world scenerio how will u use this model u have used? lets say u are working in a social media compary how will u use this comment categorisation over there?","she is new to this ig. she went thru the instructions given to her properly. she asked to keep second phone camera in the side. she asked a lot of questions while i was explaining the notebook. she was kinda sweet tho. she even verified whether this is the dataset given to us. 

u can concentrate on knowing ur notebook very well like why u did each and every step - line of code and how does it affect ur final result. she will shoot u with a lot of question be ready to answer T-T"
3/22/2026 12:58:39,Mitzig,3/22/2026,level1_viva4,"1. Id card Verification
2. Introduce yourself, and tell me about yourself 
3. Start with the Notebook Explanation 
4. My explanation went on for 40+ minutes, he would ask questions regarding the parameters used in each method/function/ model. 
5. Explain n-grams, what would n-gram translate into if i want a range of 6-10 words 
6. How many fits would happen in RandomizedSearchCV vs in GridSearchCV ","Be as thorough with your notebook as possible, Be sure to go deep into EDA, and explain it well, that would impress this examiner."
3/22/2026 14:16:00,Nikhil Itaudiya ,3/22/2026,Level1_viva2,"Explain the problem statement and notebook? 
Why use standard scaling?
In outlier which is best feature scaling and why we use?
In collab, california dataset load and describe functions?
Which sklearn api use for OneHotEncoder,StandardScaler?
Difference between bagging and boosting?
Asked PCA?
",Revise theory concept.
3/22/2026 14:34:08,Ankita,3/22/2026,Level1_viva1,"App router for search company by its company id, due components buttons hi, life cycle hook, caching where is used , redis and celery workflow, lazy loading,  token based , where the token is stored and run the core functionalities of the project ",Don't worry he's too sweet and kind 
3/22/2026 15:34:49,Siddhant,3/21/2026,level1_viva9,"1.show id card
2.explain notebook
3. any imputation used?
4. any scaling used?
5.open notepad and code your best model
6.print classification report","she is very sweet and helpful,just stay confident and give clear explainations!"
3/22/2026 16:01:00,,3/20/2026,level1_118,"1. show id 
2. explain the notebook
3. 2-3 questions from the notebook itself 
4. load iris dataset & some basic code",
3/22/2026 16:50:42,,3/22/2026,Lvl2_viva104,,"L2_viva104

Explain project statement and solution 
Why u extract features, what real insight u get
Explanation continued

Ask what is regularizations and gradient descent and ehat is gradient
Boosting bagging
Underfitting overfitting 

He gives me tips to get industry and job ready 
All the best for future"
3/22/2026 18:28:51,RIthvik,3/22/2026,mlp_level1_viva16,"1) Asked to explain the notebook (make sure to complete by 20 mins as they have other calls and might get irritated) I took more time and could sense his irritation
2) Asked how F1 score is used in training (didnt know). I explained what i knew of F1 score eval
3) Asked to code losgistic regression full pipeline
4) asked basic questions like .describe()
5) On hyper parameters used and asked to edit the parameters to reduce the score","1) stick to 20 mins for notebook explanation and be thorough with your codebase.
2) Good practice is that you should be able to code the entire project from scratch. (esp the preprocessing, model building, hyperparameter tuning and eval)
3) Create a new notebook and try to do whatever you did in the notebook (esp the preprocessing, model building, hyperparameter tuning and eval) by your self. And you'll have a better understanding 

"
3/22/2026 19:07:08,,3/22/2026,level1_116,"notebook in 5 mins
code for null values
code for impute gender column with most frequent strategy
code for label and frequency for each class of target column","Chill proctor
will help if u get stuck in coding
Have good number of plots in notebook and everything required for viva in one notebook"
3/22/2026 22:10:42,Sarkar,3/22/2026,mlp_level1_viva9,"1. Go through notebook, explain such way that she doesn't get chance to ask any question.
2. How missing values were handled?
3. Buiid pipeline in new notebook, asked first if i was comfortable since i did not implemented pipeline in project
4. Difference between encoding and something i do not remember, apologies for that, so better prepare for everything that can be used in place of encoding.
5. Definition of F1 score
6. Formula: Accuracy, Precision, F1 Score","Very supportive and professional. Asked relevant questions, guided the discussion well, and maintained a comfortable environment throughout the viva."
3/23/2026 11:10:31,Hritik,3/23/2026,Level1_118,"Level1_118:
1. Show ID
2. Notebook explanation for about 25+ minutes
3. Question on Hyperparameter tuning - GridSearchCV and RandomizedSearchCV. Asked about my approach and reasoning behind that. I used manual configs and other techniques, but he asked to just add a Block for RandomizedSearchCV just to meet rubrics.
4. Load breastcancer dataset and print target values.
5. Best of luck for Viva 2.

Total Viva L1 for around 35-40 minutes.","Nice proctor, helps you in-case you are stuck and good to have basic data loading practice done before, as he asking sklearn dataset loading and target values printing in a timed manner. "
3/23/2026 11:30:39,Bingi Sai Mohith,3/23/2026,mlp_level1_viva7,"1. Explain your notebook.
2. Have you used pipelines?
3. Difference between RandomizedSearchCV and GridSearchCV
4. What are the models used?
5. What is a simple imputer? What are its strategies?
6. Implement simple imputer with mean as the strategy on a column.",Try to explain the notebook in as much detail as possible. The proctor is super chill.
